Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
17000,60 Months,8,MORTGAGE,100000,Debt Consolidation,WI,9.96,None,34158.04375,720,3,0,19,None,7354,18,63,135,None,Creditworthy
6300,36 Months,9,MORTGAGE,55000,Debt Consolidation,GA,13.75,None,36918.08542,690,1,0,12,None,5691,25,28,0,None,Creditworthy
16000,60 Months,10,MORTGAGE,61000,Debt Consolidation,NY,2.56,None,33978.12431,775,2,0,14,None,2207,2.9,43,85,None,Creditworthy
14400,60 Months,4,MORTGAGE,70000,Car,AZ,23.21,None,33168.17639,725,0,0,14,None,18341,74.6,38,0,None,Uncreditworthy
6000,60 Months,10,MORTGAGE,35000,Debt Consolidation,CA,11.86,None,34729.39444,700,1,0,9,None,12481,41.2,14,92,None,Creditworthy
16000,60 Months,4,RENT,136500,Wedding,CA,13.29,None,30000,660,0,67,19,None,15568,83.3,40,314,None,Creditworthy
7200,36 Months,3,OWN,30000,Debt Consolidation,FL,20.92,None,39018.41736,685,0,0,6,None,7335,66.7,6,260,None,Creditworthy
8000,36 Months,4,MORTGAGE,105600,Debt Consolidation,MA,6.78,One,35869.20278,705,2,19,8,None,7076,36.5,19,949,None,Creditworthy
11200,36 Months,1,MORTGAGE,91200,Home Improvement,CA,16.58,None,34909.34306,670,3,0,10,One,14386,73.8,18,233,One,Uncreditworthy
9000,36 Months,2,RENT,90000,Debt Consolidation,FL,10.41,None,36439.45833,695,1,0,8,One,13793,93.2,21,143,One,Creditworthy
21000,60 Months,3,MORTGAGE,160000,Home Improvement,AZ,13.93,One,35299.46458,700,3,8,21,None,6751,57.8,43,347,None,Creditworthy
15000,36 Months,10,OWN,66000,Other,WI,26.47,None,35989.46528,755,3,0,8,None,14775,54.1,25,0,None,Creditworthy
7000,60 Months,10,MORTGAGE,69600,Car,OK,4.6,None,32749.49722,735,0,60,11,None,11250,33.4,37,267,None,Creditworthy
15000,36 Months,1,RENT,92500,Credit Card,CA,7.15,None,37009.05347,720,0,0,6,None,14381,83.6,20,197,None,Creditworthy
2200,36 Months,0.5,RENT,45500,Other,NY,12.58,None,39289.04167,670,1,0,9,None,4682,93.6,9,331,None,Creditworthy
13200,60 Months,3,MORTGAGE,95400,Other,TX,18.24,None,34309.10208,700,2,51,10,None,23777,75.5,32,446,None,Creditworthy
7950,36 Months,3,RENT,41000,Debt Consolidation,MO,22.74,Five,37699.15972,660,1,21,9,None,7154,72.3,16,0,None,Creditworthy
1000,36 Months,10,MORTGAGE,80400,Medical,CA,13.51,None,34579.21806,750,0,0,6,None,32413,65,18,102,None,Creditworthy
3900,36 Months,0.5,RENT,20400,Home Improvement,FL,5.88,None,39379.22292,690,2,0,4,None,3490,71.2,9,686,None,Creditworthy
2200,36 Months,5,OWN,80000,Debt Consolidation,WA,3.27,None,36860.07222,700,0,31,2,None,10142,95.7,6,138,None,Creditworthy
14400,60 Months,9,MORTGAGE,160000,Small Business,CT,6.22,None,36380.22153,740,3,0,9,None,22254,75.4,39,1000,None,Creditworthy
7650,36 Months,4,RENT,39000,Credit Card,AK,12.28,None,36980.21042,665,0,0,6,None,8064,99.6,9,139,None,Uncreditworthy
13150,60 Months,10,MORTGAGE,35000,Debt Consolidation,MI,22.11,None,31460.20764,735,0,29,13,None,5268,7.1,29,160,None,Creditworthy
20000,60 Months,10,RENT,65000,Debt Consolidation,WA,8.88,None,34289.48472,720,0,0,7,None,5919,39.2,11,258,None,Creditworthy
13000,60 Months,8,RENT,36000,Debt Consolidation,AZ,18.5,None,37520.05833,720,0,0,7,None,13007,58.3,23,100,None,Creditworthy
14400,60 Months,5,MORTGAGE,100000,Home Improvement,NJ,0.64,None,35060.54097,745,5,44,11,None,3325,7.9,50,409,None,Creditworthy
14000,36 Months,10,MORTGAGE,104000,Debt Consolidation,KS,22.48,None,34460.21736,700,0,0,12,None,44999,93.4,31,374,None,Creditworthy
3500,36 Months,2,RENT,62400,Major Purchase,HI,15.35,None,39560.19653,675,0,0,5,None,4172,62.3,8,0,None,Creditworthy
12000,60 Months,10,MORTGAGE,78000,Major Purchase,AR,12.42,None,34251.13542,745,5,0,9,None,9288,64.5,38,49,None,Creditworthy
6000,36 Months,4,RENT,50000,Debt Consolidation,FL,23.04,None,36800.46042,670,0,0,11,None,12529,74.6,22,136,None,Creditworthy
4500,36 Months,3,RENT,26000,Credit Card,TX,2.54,None,35901.35278,795,1,0,2,None,527,5.9,10,0,None,Uncreditworthy
12000,36 Months,0.5,RENT,70000,Debt Consolidation,NJ,14.25,None,39111.43194,705,1,0,6,None,7416,37.1,7,0,None,Creditworthy
18000,60 Months,10,MORTGAGE,92000,Debt Consolidation,CA,13.96,None,30000,760,0,0,18,None,13150,29.1,48,240,None,Uncreditworthy
6400,36 Months,2,MORTGAGE,50000,Debt Consolidation,NY,18.82,None,38541.52431,700,0,0,12,None,2399,19.2,16,417,None,Creditworthy
15000,36 Months,3,MORTGAGE,58000,Debt Consolidation,VA,20.01,None,38211.06667,665,0,0,13,None,17801,75.4,25,643,None,Creditworthy
6500,36 Months,6,MORTGAGE,55000,Small Business,CA,7.27,None,36351.07708,715,2,0,4,None,4849,88.2,16,206,None,Creditworthy
20000,60 Months,10,MORTGAGE,70000,Debt Consolidation,OK,19.66,None,32001.14792,755,1,76,16,None,19542,20.3,46,54,None,Creditworthy
5000,36 Months,4,RENT,42000,Debt Consolidation,NY,22.4,None,36741.13264,750,0,0,8,None,10706,33.2,15,107,None,Creditworthy
10000,36 Months,4,RENT,60000,Medical,NY,9.38,None,38481.18819,660,2,0,10,None,10141,91.7,21,206,None,Creditworthy
19000,36 Months,0,MORTGAGE,48000,Credit Card,MN,17.68,None,34252.49722,750,0,0,13,None,43117,46.4,31,0,None,Uncreditworthy
5000,36 Months,7,OWN,24000,Other,CA,5.5,One,36051.44236,705,0,2,8,None,3819,12.8,23,51,None,Creditworthy
20000,36 Months,4,RENT,80000,Debt Consolidation,CO,4.83,None,37982.15208,745,0,0,10,None,10607,42.8,16,146,None,Creditworthy
1500,36 Months,7,RENT,45000,Debt Consolidation,NC,19.15,None,36022.23889,730,0,0,6,None,663,13.8,15,0,None,Creditworthy
7400,36 Months,7,MORTGAGE,80000,Debt Consolidation,TX,19.92,None,35935.35208,690,2,0,10,None,32563,86.4,18,0,None,Creditworthy
15000,36 Months,7,MORTGAGE,120000,Debt Consolidation,TX,9.49,None,38024.32431,685,2,50,18,None,13345,21.6,36,0,None,Creditworthy
9000,36 Months,1,RENT,61000,Debt Consolidation,MA,16.17,None,37522.26597,700,2,0,7,None,9575,73.7,32,830,None,Creditworthy
8000,36 Months,1,MORTGAGE,100000,Debt Consolidation,NY,22.37,Two,35064.25694,730,2,17,18,None,6049,18.2,63,71,None,Creditworthy
8000,36 Months,10,MORTGAGE,138000,Debt Consolidation,CT,4.03,One,30000,725,0,4,13,None,6531,9.1,38,478,None,Creditworthy
12000,36 Months,7,MORTGAGE,62000,Car,CA,17.11,None,35992.41181,755,0,0,11,None,49543,27,20,308,None,Creditworthy
9250,36 Months,8,MORTGAGE,45000,Debt Consolidation,FL,20.13,None,34852.39167,715,0,55,20,None,6797,28,47,86,None,Creditworthy
6000,36 Months,2,RENT,42000,Debt Consolidation,CA,12.74,None,37102.4125,700,3,62,11,None,528,9.1,22,317,None,Creditworthy
9600,36 Months,9,MORTGAGE,35360,Debt Consolidation,PA,21.69,None,36712.42569,740,0,0,8,None,4808,24.2,19,530,None,Creditworthy
16800,60 Months,10,RENT,64000,Debt Consolidation,MI,18.26,None,34492.41667,675,1,48,17,None,6060,35.9,37,1000,None,Creditworthy
22000,36 Months,1,MORTGAGE,68804,Debt Consolidation,MO,18.85,None,37102.46806,755,0,0,18,None,3283,9.7,59,246,None,Creditworthy
8000,36 Months,10,MORTGAGE,50000,Debt Consolidation,WI,14.76,None,37312.44792,690,0,43,8,None,1383,23,20,341,None,Creditworthy
3350,36 Months,4,RENT,30000,Debt Consolidation,RI,15.92,None,36382.48264,690,0,44,6,None,3147,92.6,34,0,None,Creditworthy
4000,36 Months,3,OWN,78386,Debt Consolidation,NY,21.34,None,36622.49375,770,0,0,12,None,10003,15.6,25,870,None,Creditworthy
12200,36 Months,2,OWN,33012,Debt Consolidation,SC,8.36,None,34642.48889,710,2,56,10,None,7390,20.8,14,0,None,Creditworthy
16000,36 Months,10,RENT,62000,Debt Consolidation,NJ,14.15,None,34942.06389,720,0,0,6,None,7901,53.4,28,381,None,Uncreditworthy
4600,36 Months,5,MORTGAGE,70000,Debt Consolidation,AZ,23.11,None,36892.07083,665,1,0,9,One,17560,58.3,20,0,One,Creditworthy
3000,36 Months,6,OWN,50000,Wedding,IL,4.75,None,35605.3,710,3,82,9,None,7321,55.5,27,0,None,Uncreditworthy
8500,36 Months,1,RENT,24000,Debt Consolidation,NY,16.95,None,32158.19861,725,0,65,20,None,14896,34.8,33,0,None,Creditworthy
10000,36 Months,8,MORTGAGE,55000,Debt Consolidation,MA,9.53,None,37822.15069,765,0,0,11,None,4738,9.3,36,267,None,Creditworthy
5000,36 Months,0.5,RENT,65000,Major Purchase,WA,10.49,None,30000,750,1,47,7,None,4403,16.4,12,875,None,Creditworthy
30000,60 Months,0.5,RENT,160000,Debt Consolidation,NY,20.5,None,37072.17361,690,0,0,19,None,23277,83.6,36,0,None,Uncreditworthy
30000,60 Months,10,RENT,52800,Debt Consolidation,CA,9.34,None,32993.36667,725,0,0,4,None,23176,72.4,10,56,None,Uncreditworthy
7000,36 Months,5,OWN,37200,Debt Consolidation,OH,20.03,None,37792.19514,770,1,0,3,None,279,11.2,10,209,None,Creditworthy
2500,36 Months,4,OWN,12000,Other,CA,4,None,39502.20208,715,1,0,4,None,1404,23,6,406,None,Creditworthy
4800,36 Months,4,RENT,36000,Debt Consolidation,MD,5.23,None,39472.21806,690,1,0,4,None,2959,54.8,7,0,None,Uncreditworthy
30000,60 Months,10,RENT,57000,Small Business,CA,14.99,None,31612.38472,710,0,0,10,None,16056,69.8,23,0,None,Uncreditworthy
13200,60 Months,8,MORTGAGE,130000,Debt Consolidation,OH,18.39,None,37433.23403,660,2,55,12,None,10096,47.6,23,151,None,Creditworthy
5000,36 Months,4,RENT,75000,Small Business,CA,9.06,None,32753.35,705,0,0,16,None,11502,49,16,825,None,Uncreditworthy
12000,36 Months,4,RENT,60000,Debt Consolidation,CA,14.5,None,36863.41389,705,0,0,13,None,19387,56.7,15,629,None,Creditworthy
11750,36 Months,3,RENT,55000,Debt Consolidation,NC,10.3,None,39233.45278,700,0,0,6,None,5613,45.3,10,0,None,Creditworthy
5000,36 Months,3,RENT,35550,Car,VA,10.63,None,37223.44097,660,2,50,12,None,1491,49.7,37,544,None,Creditworthy
7000,36 Months,3,MORTGAGE,115000,Debt Consolidation,CA,6.01,None,30000,675,2,60,11,None,3921,53.7,26,0,None,Creditworthy
8000,36 Months,3,RENT,14400,Medical,FL,1.25,None,38723.47847,730,0,0,3,None,368,15.3,3,0,None,Uncreditworthy
10000,36 Months,3,RENT,38000,Other,CA,23.43,None,38273.09167,670,0,0,8,None,11069,84.9,13,0,None,Uncreditworthy
14500,60 Months,0.5,RENT,75000,Debt Consolidation,DC,9.98,None,30000,800,1,0,5,None,244,2.4,17,0,None,Creditworthy
35000,60 Months,0.5,RENT,60000,House,CT,8.8,None,38453.07986,760,2,0,17,None,1330,2.6,26,353,None,Creditworthy
8400,36 Months,10,MORTGAGE,65454,Debt Consolidation,GA,10.63,None,38153.14236,695,1,0,7,One,6616,36.8,18,131,One,Creditworthy
17000,60 Months,2,MORTGAGE,48000,Debt Consolidation,CA,19.1,None,34718.14792,725,0,0,13,None,8919,33.5,22,326,None,Creditworthy
12000,36 Months,3,MORTGAGE,87278,Credit Card,AR,16,None,32393.16597,750,0,0,8,None,38098,65.3,30,207,None,Creditworthy
35000,60 Months,10,MORTGAGE,185000,Debt Consolidation,NY,9,None,34756.17917,670,2,24,9,None,32520,72.1,30,250,None,Creditworthy
7000,36 Months,3,RENT,62100,Credit Card,OR,12.52,None,37193.15,690,1,0,8,None,5546,69.3,15,151,None,Creditworthy
3000,36 Months,4,RENT,42000,Debt Consolidation,NJ,20.8,None,38333.20694,710,0,0,13,None,5522,55.2,22,0,None,Creditworthy
4000,36 Months,1,MORTGAGE,38000,Other,AZ,1.58,One,36953.38333,740,3,16,8,None,296,1.8,28,1000,None,Creditworthy
10400,60 Months,5,RENT,42000,Debt Consolidation,OH,16.54,None,36624.06181,705,0,0,7,None,11678,96.5,16,1000,None,Uncreditworthy
2800,36 Months,3,MORTGAGE,53000,Car,NY,7.02,None,32215.07708,750,0,0,9,None,10618,28.1,27,119,None,Creditworthy
10200,36 Months,7,MORTGAGE,110000,Moving,CT,18.62,None,36144.19167,745,0,0,11,None,14551,42.2,32,0,None,Creditworthy
3850,36 Months,3,RENT,13273,Debt Consolidation,NY,12.3,None,36534.30417,750,1,0,3,None,4639,74.8,4,0,None,Creditworthy
20000,60 Months,2,MORTGAGE,72000,Debt Consolidation,WA,19.7,None,36834.31111,695,2,0,16,None,3787,12.2,26,1000,None,Creditworthy
6500,36 Months,0,MORTGAGE,35352,Credit Card,AZ,17.68,None,30000,765,0,0,10,None,5380,23.3,27,232,None,Creditworthy
12000,60 Months,0,MORTGAGE,60000,Debt Consolidation,TX,26.4,None,34871.34722,730,3,0,11,None,9150,22.5,49,82,None,Creditworthy
6000,36 Months,0.5,RENT,78000,Credit Card,CA,19.48,None,38304.36389,690,0,45,6,None,77,5.1,28,424,None,Creditworthy
3000,60 Months,0,MORTGAGE,9240,Car,OK,0,None,36564.48681,740,0,80,2,None,0,0,17,0,None,Creditworthy
5500,36 Months,10,MORTGAGE,200000,Car,NC,5.75,None,34374.53472,785,1,0,9,None,1599,29.1,38,0,None,Creditworthy
14400,36 Months,8,MORTGAGE,88000,Credit Card,TX,17.5,None,38880.18333,690,0,0,9,None,13361,70.3,13,222,None,Creditworthy
10000,36 Months,6,RENT,48000,Debt Consolidation,CA,21.43,One,36774.15764,670,0,10,7,None,4147,90.2,20,313,None,Creditworthy
7350,36 Months,6,MORTGAGE,200000,Wedding,CA,8.67,None,36804.35764,715,3,27,8,None,10917,86.6,31,0,None,Creditworthy
10000,36 Months,5,RENT,125000,Debt Consolidation,FL,22.95,None,36414.13333,705,0,0,17,None,13550,61.9,42,76,None,Creditworthy
30000,60 Months,10,MORTGAGE,62742,Debt Consolidation,TX,20.22,None,31614.24167,730,2,0,7,None,29328,68.4,22,146,None,Uncreditworthy
9600,36 Months,10,RENT,60000,Debt Consolidation,NY,19.82,One,36385.29653,730,0,19,10,None,441,1.3,30,0,None,Creditworthy
8000,36 Months,5,MORTGAGE,50000,Debt Consolidation,OR,2.11,None,37254.23681,795,0,0,7,None,2937,13.3,12,108,None,Creditworthy
1500,36 Months,2,RENT,36000,Moving,SC,20.33,None,39354.2875,670,1,0,6,None,2054,54.1,7,0,None,Creditworthy
12375,60 Months,10,MORTGAGE,44000,Debt Consolidation,AL,20.65,None,36804.29028,755,0,0,14,None,11830,17.4,29,58,None,Creditworthy
20000,60 Months,6,MORTGAGE,95000,Debt Consolidation,CA,17.49,None,36115.30486,670,1,29,17,None,39621,82,29,0,None,Uncreditworthy
35000,60 Months,3,MORTGAGE,200000,Home Improvement,AZ,8.22,None,33355.39306,710,1,0,23,None,50000,52.2,63,618,None,Creditworthy
12000,60 Months,1,RENT,42000,Debt Consolidation,FL,7.26,None,38245.40347,705,0,0,4,None,8707,84.5,5,0,None,Uncreditworthy
30000,60 Months,4,RENT,80700,Debt Consolidation,NY,11.35,None,36205.43958,720,0,0,7,None,12090,67.5,19,0,None,Uncreditworthy
3000,36 Months,4,MORTGAGE,66000,Other,MI,19.78,None,37885.46736,695,1,0,10,None,3887,86.4,22,90,None,Creditworthy
3000,36 Months,10,MORTGAGE,57000,Major Purchase,NY,15.83,None,32515.44097,800,1,0,22,None,2982,7.9,55,0,None,Creditworthy
7200,36 Months,0.5,RENT,14400,Medical,CT,7.83,None,39475.45556,715,0,0,4,None,1533,38.3,4,233,None,Uncreditworthy
8000,36 Months,4,RENT,30000,Debt Consolidation,GA,27.48,None,35279.22292,775,1,0,15,None,4505,7.8,38,54,None,Creditworthy
10000,36 Months,4,RENT,66000,Moving,CA,2.18,None,36265.53403,720,0,48,3,None,5623,27.4,16,0,None,Creditworthy
6000,36 Months,2,RENT,80000,Major Purchase,FL,5.31,None,36115.47153,805,0,0,6,None,19,0.1,22,257,None,Creditworthy
16425,60 Months,3,MORTGAGE,85000,Debt Consolidation,DC,22.63,None,34315.06181,740,0,0,13,None,47337,58.5,35,0,None,Creditworthy
4000,36 Months,5,MORTGAGE,36000,Medical,CO,9.13,One,36865.06944,710,0,13,8,None,2691,24.2,17,0,None,Creditworthy
35000,60 Months,10,OWN,65000,Debt Consolidation,OK,0.37,None,36775.12222,795,0,0,4,None,2217,16.5,13,0,None,Creditworthy
5000,36 Months,1,MORTGAGE,24000,Debt Consolidation,MI,12.05,One,36990.36736,670,1,19,5,One,6876,74.7,8,0,One,Uncreditworthy
10000,36 Months,4,RENT,48000,Debt Consolidation,NY,24.68,One,36865.14861,690,0,4,18,None,5357,36.7,43,0,None,Uncreditworthy
8000,36 Months,1,RENT,128000,Small Business,FL,15.08,None,30000,680,1,0,14,None,31366,94.7,34,0,None,Uncreditworthy
5000,36 Months,3,MORTGAGE,120000,Debt Consolidation,CA,3,None,37075.27361,705,0,0,13,One,8271,28.8,25,299,One,Creditworthy
2500,36 Months,9,MORTGAGE,62000,Major Purchase,LA,20.4,None,37915.31528,685,2,0,8,None,8374,97.4,22,0,None,Creditworthy
8000,36 Months,1,RENT,40000,Debt Consolidation,CA,26.49,None,34825.40347,730,1,0,9,None,7564,29.4,13,269,None,Creditworthy
4500,36 Months,6,RENT,36000,Debt Consolidation,IL,18.53,None,39235.43681,685,1,0,8,None,4023,25.5,8,231,None,Creditworthy
20000,36 Months,0.5,RENT,75000,Debt Consolidation,IL,10.35,None,36415.45903,700,2,0,14,None,16342,61.4,42,220,None,Creditworthy
4000,36 Months,0.5,RENT,28000,Debt Consolidation,CA,20.1,None,37886.51111,710,0,0,5,None,5432,63.9,10,179,None,Creditworthy
21000,36 Months,10,MORTGAGE,90000,Debt Consolidation,KY,5.67,None,36326.21458,695,0,0,6,One,12592,80.7,11,0,One,Creditworthy
3500,36 Months,2,RENT,21600,Credit Card,MO,15.89,One,39326.32083,660,0,20,4,None,2039,26.1,6,521,None,Creditworthy
13500,60 Months,0.5,RENT,48000,Debt Consolidation,NY,10.85,None,36396.27708,675,1,46,8,None,5795,45.3,14,462,None,Creditworthy
6000,36 Months,7,OWN,19200,Car,FL,2.25,None,36266.34931,795,0,0,6,None,1229,3.3,15,0,None,Creditworthy
5000,36 Months,4,MORTGAGE,45000,Debt Consolidation,NC,19.07,None,34106.36528,775,1,0,9,None,14829,21.8,20,397,None,Creditworthy
7275,36 Months,0,MORTGAGE,36000,Credit Card,WA,17.87,None,30000,755,0,0,19,None,12864,7.6,39,0,None,Creditworthy
35000,60 Months,10,MORTGAGE,100000,Debt Consolidation,MD,18.41,None,36086.42292,665,2,0,15,None,28310,47.6,33,155,None,Uncreditworthy
15600,36 Months,10,MORTGAGE,87000,Debt Consolidation,MI,7.78,Two,36896.41597,665,1,7,6,None,1070,48.6,19,0,None,Uncreditworthy
4000,36 Months,2,OWN,38000,Debt Consolidation,TX,10.71,None,37826.51736,670,2,86,5,None,2549,70.8,6,514,None,Creditworthy
4500,36 Months,8,RENT,39000,Debt Consolidation,NY,10.09,None,38188.10556,735,0,0,8,None,1395,11.8,16,424,None,Creditworthy
12800,60 Months,2,RENT,60000,Debt Consolidation,CA,11.64,None,35786.47431,690,2,0,12,One,11368,44.4,26,244,One,Creditworthy
25000,60 Months,10,MORTGAGE,95000,Debt Consolidation,AZ,23.12,None,31736.22917,705,0,26,13,None,50000,25.7,32,0,None,Creditworthy
12800,36 Months,10,MORTGAGE,200000,Major Purchase,WA,0.74,One,36717.51111,725,1,18,14,None,6792,11.3,17,0,None,Creditworthy
7000,36 Months,2,RENT,38000,Medical,CA,12.13,None,38516.26944,685,1,42,4,None,7505,85.3,13,1000,None,Uncreditworthy
2000,36 Months,1,MORTGAGE,37000,Debt Consolidation,MD,6.29,None,34316.27014,765,5,0,2,None,9663,96.6,17,61,None,Creditworthy
2500,60 Months,10,RENT,66000,Car,CA,21.95,None,30000,745,3,0,18,None,35700,52.3,62,63,None,Creditworthy
4800,36 Months,4,RENT,40000,Other,NH,17.1,None,38337.41944,695,2,0,11,None,7295,35.2,14,70,None,Creditworthy
11900,60 Months,9,OWN,199992,Car,VA,11.88,None,35488.51944,740,0,0,13,None,0,0,37,0,None,Creditworthy
28800,60 Months,8,MORTGAGE,175000,Debt Consolidation,PA,9.59,None,32697.50417,705,1,0,13,None,39326,61.7,32,421,None,Creditworthy
20000,60 Months,10,RENT,102000,Debt Consolidation,CT,10.86,None,34377.19375,715,1,0,12,None,50000,57.2,19,0,None,Creditworthy
5000,36 Months,10,OWN,115000,Home Improvement,FL,8.99,None,33777.28264,670,0,33,5,None,21919,91.3,52,0,None,Creditworthy
5000,36 Months,0.5,MORTGAGE,110000,Home Improvement,FL,0.24,None,35097.27153,815,0,0,6,None,1477,0,22,586,None,Creditworthy
12900,60 Months,4,MORTGAGE,72000,Debt Consolidation,VA,14.62,None,36237.41597,665,3,51,11,None,6794,87.1,23,0,None,Uncreditworthy
3400,36 Months,1,RENT,32004,Other,SC,15.37,None,30058.22917,705,0,24,4,None,695,99.3,13,0,None,Uncreditworthy
10300,36 Months,10,RENT,165000,Credit Card,TX,18.96,None,33178.12014,710,0,0,13,None,26816,46.7,44,1000,None,Creditworthy
1800,36 Months,0.5,RENT,57000,Major Purchase,FL,7.22,None,39028.27083,705,1,0,3,None,2729,49.6,3,0,None,Creditworthy
30000,60 Months,5,RENT,142000,Debt Consolidation,CT,7.01,None,38338.31528,665,0,0,8,None,9169,90.8,11,199,None,Creditworthy
7200,36 Months,3,RENT,52000,Credit Card,MA,5.65,None,35008.30694,690,1,0,4,None,9015,78.6,8,0,None,Creditworthy
5825,36 Months,5,RENT,26000,Debt Consolidation,TX,23.72,None,39478.30972,685,2,0,6,None,971,44.1,8,0,None,Creditworthy
7500,36 Months,0.5,RENT,95000,Wedding,CA,5.37,None,39118.31528,765,0,0,5,None,2144,7.7,7,164,None,Creditworthy
25200,60 Months,4,MORTGAGE,86000,Debt Consolidation,PA,14.9,None,34228.39375,690,0,80,11,One,28481,54.4,30,345,None,Uncreditworthy
25000,60 Months,10,MORTGAGE,44828,Debt Consolidation,MO,18.07,None,35038.37083,735,0,0,5,None,20433,50.6,15,62,None,Uncreditworthy
7000,36 Months,3,RENT,120000,Small Business,CA,2.43,None,37888.47153,675,0,25,4,None,7771,89.3,10,443,None,Uncreditworthy
35000,60 Months,7,RENT,120000,Debt Consolidation,AR,13.05,None,35848.46667,750,6,0,8,None,16781,72.6,26,715,None,Creditworthy
13600,36 Months,10,MORTGAGE,91000,Debt Consolidation,CA,12.46,One,36598.45486,710,0,15,3,None,1385,81.5,17,62,None,Uncreditworthy
15000,36 Months,10,MORTGAGE,200000,Debt Consolidation,NY,4.46,None,30000,660,2,35,10,None,1920,11.2,48,201,None,Creditworthy
12000,36 Months,4,MORTGAGE,128000,Medical,CA,7.84,None,35789.06597,755,0,0,12,None,13310,25.7,29,0,None,Creditworthy
15000,60 Months,10,MORTGAGE,150000,Debt Consolidation,MN,4.61,None,34408.49514,680,0,25,12,None,10804,64.3,36,0,None,Creditworthy
12000,60 Months,10,MORTGAGE,73000,Medical,WA,10.88,None,36028.05,690,1,0,11,None,13655,45.2,28,326,None,Uncreditworthy
10000,36 Months,10,MORTGAGE,97000,Major Purchase,OH,19.25,None,35428.51875,675,1,0,14,None,9246,34.5,33,0,None,Creditworthy
22000,60 Months,6,OWN,38000,Major Purchase,FL,9.47,None,37498.17361,775,0,0,5,None,1475,8.8,7,0,None,Creditworthy
5000,36 Months,2,MORTGAGE,43200,Other,MO,15.61,None,34258.2,760,4,74,7,None,1884,14.8,34,399,None,Creditworthy
2000,36 Months,0.5,RENT,30000,Car,CA,15.68,None,38278.23611,700,1,41,18,None,1567,92.2,28,0,None,Creditworthy
1000,36 Months,4,MORTGAGE,30000,Debt Consolidation,NC,24,None,37168.23125,735,0,0,6,None,532,26.6,13,100,None,Uncreditworthy
7200,36 Months,3,OWN,24000,Credit Card,IL,9.95,None,38279.32153,730,0,0,6,None,5366,21.7,10,241,None,Creditworthy
3000,36 Months,3,RENT,24000,Other,NY,13.25,None,38938.31181,680,0,0,2,None,3949,98.7,4,0,None,Uncreditworthy
25000,60 Months,1,RENT,55000,Debt Consolidation,CA,23.41,None,38008.33194,685,2,0,7,None,7088,82.4,46,0,None,Uncreditworthy
4500,36 Months,4,MORTGAGE,75000,Debt Consolidation,CA,13.02,None,36298.38472,685,2,56,24,None,3578,65,40,0,None,Uncreditworthy
15600,36 Months,10,RENT,90000,Other,CA,3.61,None,33987.32361,685,0,45,8,None,9324,49.3,18,0,None,Creditworthy
7000,36 Months,1,RENT,60000,Debt Consolidation,NM,5.68,None,39178.46944,660,1,0,3,None,6787,97,5,0,None,Creditworthy
6800,60 Months,0.5,RENT,30000,Debt Consolidation,NY,13.64,None,35669.36736,720,1,0,11,None,3919,46.5,20,0,None,Creditworthy
4750,36 Months,7,MORTGAGE,55500,Debt Consolidation,VA,17.04,None,37589.09167,670,1,53,9,One,3840,91.4,26,0,None,Uncreditworthy
5500,36 Months,7,MORTGAGE,85000,Credit Card,SD,4.18,None,35399.34792,740,2,0,3,None,6654,95.1,13,0,None,Creditworthy
6500,36 Months,0.5,RENT,123000,Debt Consolidation,CA,5.88,Two,35729.27222,730,0,14,11,None,3330,15.6,23,0,None,Creditworthy
15000,60 Months,4,MORTGAGE,200000,Debt Consolidation,TX,17.12,None,31979.31875,710,0,34,14,None,20881,20.3,36,410,None,Creditworthy
16500,36 Months,4,RENT,47000,Debt Consolidation,NY,14.73,None,38549.43125,730,0,0,8,None,8659,54.5,12,332,None,Creditworthy
15000,60 Months,2,MORTGAGE,43000,Debt Consolidation,NC,19.56,None,37199.39167,705,0,0,6,None,33402,97.4,17,62,None,Uncreditworthy
35000,60 Months,10,MORTGAGE,82000,Credit Card,LA,21.38,None,30554.43681,725,0,0,13,None,41613,61.3,31,312,None,Creditworthy
10625,36 Months,10,MORTGAGE,73000,Credit Card,MO,22.52,None,35099.44167,760,0,0,12,None,43014,48.7,31,775,None,Creditworthy
2000,36 Months,3,MORTGAGE,62000,Home Improvement,GA,5.15,None,35999.49097,770,1,0,8,None,4217,19.8,24,124,None,Creditworthy
18000,60 Months,3,RENT,78000,Moving,MA,16.52,None,38249.51181,745,0,0,18,None,2855,5.6,34,0,None,Uncreditworthy
10000,36 Months,0.5,MORTGAGE,64500,Home Improvement,PA,5.28,None,37199.47292,775,0,0,10,None,0,0,19,294,None,Creditworthy
5000,36 Months,10,MORTGAGE,62000,Credit Card,VA,16.03,None,34589.05972,795,0,0,15,None,113,0.6,53,76,None,Creditworthy
2500,36 Months,1,MORTGAGE,34000,Home Improvement,CO,2.96,None,33599.09236,800,0,0,8,None,514,3.2,20,0,None,Creditworthy
5100,36 Months,10,OWN,98000,Credit Card,WA,12.69,None,31505.26736,775,0,0,14,None,14618,17.9,46,0,None,Creditworthy
